Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ (7419491.0 total)	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ (7649856.0 total)	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ (8316299.0 total)	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ (8521956.0 total)
NM_001080118	chr11	98153661	98193293	-	6499.0	1	Med1|AI480703|CRSP210|DRIP205|PBP|Pparbp|TRAP220|l11Jus15|-|11 D|11 61.75 cM|protein-coding	1102.500	1396.500	1416.000	1891.000
NM_130455	chr10	79970724	79977190	+	3263.0	1	Grin3b|GluN3B|NR3B|-|10|10 C1|protein-coding	16.500	3.500	12.500	14.000
NM_177204	chr6	29917013	29959680	+	5346.0	1	Strip2|D330017J20Rik|Fam40b|-|6|6 A3.3|protein-coding	1.000	1.000	0.000	13.000
NM_009601	chr11	69784036	69795937	-	2136.0	1	Chrnb1|Achr-2|Acrb|-|11 B3|11 42.87 cM|protein-coding	416.500	362.500	97.500	125.000
NM_001011743	chr11	58597345	58598466	+	1119.0	1	Olfr324|MOR102-2|-|11|11 B1.3|protein-coding	0.000	0.000	0.000	0.000
NM_146423	chr9	38084838	38085767	+	928.0	1	Olfr887|C77344|MOR162-5|-|9|9 A4|protein-coding	0.000	0.000	0.000	0.000
NR_126066	chr18	23750448	23752305	-	414.0	1	Gm15972|OTTMUSG00000028454|-|18 A2|18 12.08 cM|ncRNA	0.000	0.000	0.000	2.000
NR_106007	chr6	83049711	83049773	+	62.0	1	Mir7040|Gm27489|mmu-mir-7040|-|6|6 C3|ncRNA	0.000	0.000	0.000	0.000
NM_010287	chr9	14860210	14870789	+	3580.0	1	Gpr83|AW045253|Gir|Gpr72|RP105|RP39|RP82|-|9 A2|9 4.4 cM|protein-coding	0.000	0.000	0.000	0.000
NM_029993	chr19	29697941	29708306	+	454.0	1	Mlana|A930034P04Rik|Mart1|-|19 C1|19 24.28 cM|protein-coding	0.000	0.000	0.000	0.000
NM_031178	chr9	106222598	106226876	+	3467.0	1	Tlr9|-|-|9|9 F1|protein-coding	0.000	7.000	1.000	1.000
NM_010198	chr11	69796068	69801716	-	2610.0	1	Fgf11|Fgf-11|Fhf-3|Fhf3|-|11|11 B3|protein-coding	256.500	255.500	80.000	102.500
NM_001163102	chr17	24892152	24895087	-	1511.0	1	Eme2|2810013J18Rik|-|17|17 A3.3|protein-coding	126.000	85.500	53.000	63.000
NM_146683	chr19	12422311	12423267	+	955.0	1	Olfr1441|MOR215-2|-|19|19 A|protein-coding	0.000	0.000	0.000	0.000
NM_016701	chr3	87971093	87980451	+	6120.0	1	Nes|AA166324|C78523|ESTM46|-|3 F1|3 38.78 cM|protein-coding	26.000	55.000	215.000	186.000
NM_016901	chr3	94433388	94436651	-	942.0	1	Oaz3|AZ3|Az-3|Oaz-t|-|3|3 F2.1|protein-coding	5.500	4.000	8.500	7.500
NM_001163709	chr5	144244437	144264573	+	842.0	1	Bri3|I3|-|5|5 G2|protein-coding	45.500	25.500	48.000	21.000
NM_172907	chr7	107567433	107591365	+	1964.0	1	Olfml1|6720478C22|AV321997|BC047207|MVAL564|ONT2|mONT2|-|7|7 E3|protein-coding	0.000	0.000	5.000	0.000
NM_001281530	chrX	116681178	116681525	+	346.0	1	H2afb2|EG624153|H2A.Bbd4|H2afb2-ps|-|X|X E1|protein-coding	0.000	0.000	0.000	0.000
NM_023326	chr2	25706879	25707719	+	838.0	1	Bmyc|2900002K07Rik|AW060705|Mycb|-|2|2 A3|protein-coding	362.500	269.500	517.000	457.000
NR_045199	chr6	52214492	52215288	-	796.0	1	Mira|-|-|6 B3|6|ncRNA	91.000	63.000	60.000	84.000
NM_008683	chr14	55662267	55671906	-	596.0	1	Nedd8|Rub1|-|14 C3|14 28.19 cM|protein-coding	154.000	175.000	399.000	327.000
NM_010307	chr18	67133560	67226791	+	5474.0	1	Gnal|2610011C15Rik|9630020G10Rik|Galphaolf|Gna10|Golf|-|18 E1|18 39.85 cM|protein-coding	65.500	102.000	46.500	62.500
NM_032418	chr7	19083849	19093820	+	2743.0	1	Dmpk|DM|DMK|Dm15|MDPK|MT-PK|-|7 A3|7 9.46 cM|protein-coding	31.500	34.500	15.500	12.000
NM_178712	chrX	160390690	160498076	+	4693.0	1	Adgrg2|AW212196|B830041D06Rik|Gpr64|Me6|-|X|X F4|protein-coding	85.000	76.000	1.000	1.000
NM_146946	chr2	36793238	36794176	+	937.0	1	Olfr50|ID3|MOR136-6|-|2|2 B|protein-coding	0.000	0.000	0.000	0.000
NM_001346751	chr10	18216927	18234981	-	2108.0	1	Ccdc28a|1700009P13Rik|AI480677|-|10|10 A3|protein-coding	73.500	54.000	14.500	29.000
NM_172544	chr12	88953390	90334933	+	6494.0	1	Nrxn3|-|-|12 D3|12 42.94 cM|protein-coding	0.000	0.000	16.000	37.000
NM_001243258	chr9	46998741	47003860	+	1016.0	1	Gm4791|D930036J05|-|9 A5.3|9|protein-coding	0.000	0.000	0.000	0.000
NM_001160402	chr16	32400506	32408227	+	1250.0	1	Tm4sf19|EG277203|-|16|16 B3|protein-coding	0.000	0.000	0.000	0.000
NM_001253369	chr14	23298694	24004205	-	5005.0	1	Kcnma1|5730414M22Rik|BKCa|MaxiK|Slo|Slo1|mSlo|mSlo1|-|14|14 A3|protein-coding	0.000	0.000	0.000	0.000
NM_053273	chr11	114675468	114720984	+	3440.0	1	Ttyh2|1110001A03Rik|-|11|11 E2|protein-coding	0.000	5.000	29.000	56.000
NM_001173459	chr3	15795147	15848487	-	1448.0	1	LOC100038947|-|-|3|3 A1|protein-coding	0.000	0.000	0.000	0.000
NM_203491	chr6	36388084	36524774	+	2031.0	1	Chrm2|AChR-M2|Chrm-2|M2|-|6|6 B1|protein-coding	0.000	0.000	0.000	0.000
NR_030539	chrX	66801944	66802021	-	77.0	1	Mir881|Mirn881|mir-881|mmu-mir-881|-|X A7.1|X|ncRNA	0.000	0.000	0.000	0.000
NM_001160144	chrY	64301783	64786299	-	1216.0	1	Gm20816|-|-|Y|Y C3|protein-coding	0.000	0.000	0.000	0.000
NR_144495	chr7	98682336	98702928	-	20592.0	1	Gm15506|OTTMUSG00000023003|-|7 E1|7|ncRNA	33.000	46.000	29.000	52.000
NM_207648	chr17	35424877	35428361	+	975.0	1	H2-Q6|0610037M15Rik|H-2Q6|Qa-6|Qa6|-|17 B1|17 18.66 cM|protein-coding	403.000	436.000	0.000	2.000
NM_001291131	chr11	70054124	70057895	+	1139.0	1	Asgr1|ASGPR1|Asgr|Asgr-1|HL-1|-|11 B3|11 42.98 cM|protein-coding	0.000	0.000	2.000	5.000
NM_007430	chrX	86191775	86195946	+	1792.0	1	Nr0b1|AHX|Ahc|Ahch|DAX-1|Dax1|-|X C1|X 39.67 cM|protein-coding	0.000	0.000	0.000	0.000
NM_008700	chr17	26838665	26841565	-	1520.0	1	Nkx2-5|Csx|Nkx-2.5|Nkx2.5|tinman|-|17 A3.3|17 13.6 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001190187	chr14	38368951	39473088	-	3997.0	1	Nrg3|ska|-|14|14 B|protein-coding	0.000	0.000	0.000	0.000
NM_009402	chr7	18884690	18890438	+	676.0	1	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	63.000	13.000	73.000	100.500
NM_001199113	chr17	45585200	45593640	-	2078.0	1	Slc29a1|1200014D21Rik|AA407560|ENT1|-|17|17 B3|protein-coding	92.500	51.000	147.000	193.500
NM_172666	chr2	75832177	75931350	+	7337.0	1	Agps|5832437L22|9930035G10Rik|AW123847|Adaps|Adas|Adhaps|Adps|Aldhpsy|bs2|-|2|2 C3|protein-coding	533.500	752.000	662.500	926.000
NM_021369	chr8	27403212	27413944	-	2898.0	1	Chrna6|Acra6|Nica6|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_001025385	chr6	40491238	40492239	+	1000.0	1	Tas2r137|T2R37|Tas2r3|mt2r41|-|6|6 B1|protein-coding	0.000	0.000	0.000	0.000
NM_029502	chr11	118406289	118419118	-	3084.0	1	Cant1|5830420C20Rik|Apy1h|D11Bwg0554e|Entpd8|SCAN-1|Shapy|-|11 E2|11 83.15 cM|protein-coding	113.000	102.000	111.500	121.000
NM_001034903	chr6	147075062	147087032	-	1118.0	1	Mansc4|A430079E08|EG545893|Gm5887|-|6 G3|6|protein-coding	1.000	1.000	0.000	0.000
NR_033779	chr7	59675990	59676079	-	89.0	10	Snord116l2|Pwcr1l2|-|7 B5|7 34.02 cM|snoRNA	0.000	0.000	0.000	0.000
NM_001110791	chr19	6363690	6378038	+	4346.0	1	Sf1|BBP|MZFM|WBP4|Zfp162|-|19|19 A|protein-coding	2140.500	2063.500	2654.500	2963.000
NM_138592	chr6	72318676	72345175	-	2222.0	1	Usp39|AA408960|AI894154|CGI-21|D6Wsu157e|SAD1|-|6 C1|6 32.27 cM|protein-coding	87.000	97.000	241.000	242.500
NM_001134676	chr4	60218621	60222599	-	977.0	1	Mup8|Gm12809|Mup5|OTTMUSG00000008509|-|4 B3|4|protein-coding	0.000	0.000	0.000	0.000
NM_007526	chr13	48663036	48666507	+	1355.0	1	Barx1|-|-|13 A5|13 24.9 cM|protein-coding	0.000	0.000	0.000	0.000
NM_172856	chr2	68861441	69114283	+	7027.0	1	Cers6|4732462C07Rik|AW544719|Lass6|T1L|-|2|2 C2|protein-coding	216.000	268.000	348.000	373.000
NM_011582	chr13	92751586	92794818	-	3178.0	1	Thbs4|TSP4|-|13 C3|13 47.75 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001045559	chr17	32993139	33005457	+	3002.0	1	Zfp952|BC057593|C920016K16Rik|-|17|17 B1|protein-coding	57.500	70.000	68.000	78.500
NM_007640	chr3	86986586	86989532	+	1235.0	1	Cd1d2|CD1.2|Cd1b|Ly-38|-|3 F1|3 37.88 cM|protein-coding	24.500	9.500	51.000	24.000
NM_026780	chr4	134930980	134937537	+	1267.0	1	Syf2|1110018L13Rik|Cbpin|D4Bwg1551e|Gcipip|Ntc31|mp29|p29|-|4 D3|4 67.15 cM|protein-coding	223.500	240.500	255.500	237.500
NM_025272	chr17	26676396	26699646	+	790.0	1	Atp6v0e|Atp6k|Atp6v0e1|M9.2|-|17|17 A3.3|protein-coding	98.000	123.000	133.500	116.000
NM_010248	chr7	97081751	97308951	+	5996.0	1	Gab2|AI463667|D130058I17Rik|p97|-|7|7 E1|protein-coding	485.000	501.000	474.000	436.000
NR_047667	chr1	174151481	174152530	+	1049.0	1	Olfr421-ps1|MOR105-3|Olfr421|Olfr422-ps1|-|1|1 H3|protein-coding	0.000	0.000	0.000	0.000
NM_145528	chr2	91674612	91710592	-	3555.0	1	Atg13|1110053A20Rik|D2Ertd391e|Harbi1|-|2|2 E1|protein-coding	229.500	333.000	290.500	239.000
NM_010181	chr18	58008623	58209926	-	10413.0	1	Fbn2|BC063774|Fib-2|mKIAA4226|sne|sy|-|18 D3|18 32.15 cM|protein-coding	0.000	0.000	3.000	5.000
NR_039542	chr15	29713331	29713404	-	73.0	1	Mir3964|mmu-mir-3964|mu-mir-3964|-|15 B1|15 11.97 cM|ncRNA	0.000	0.000	0.000	0.000
NM_173743	chr15	77729072	77736382	+	1492.0	1	Apol9b|2310016F22Rik|-|15|15 E1|protein-coding	5.000	13.000	0.000	1.000
NM_029293	chr2	25573431	25574871	-	578.0	1	Phpt1|1700008C22Rik|PHP|Php14|-|2|2 A3|protein-coding	133.000	111.000	154.000	190.000
NM_145822	chr7	19356009	19359483	-	2241.0	1	Cd3eap|1190028F09|2610103M17Rik|ASE-1|Ase1|CAST|PAF49|-|7|7 A3|protein-coding	28.000	87.500	173.500	100.000
NM_001039153	chr5	122239495	122264460	-	4054.0	1	Tctn1|G730031O11Rik|Tect1|-|5|5 F|protein-coding	175.500	225.500	163.500	159.500
NM_023153	chr9	14500619	14510620	+	1143.0	1	Cwc15|0610040D20Rik|2900052N06Rik|Ed1|c11orf5|mED1|-|9|9 A2|protein-coding	178.500	238.500	301.000	203.000
NM_001161622	chr6	48904986	48909187	+	2727.0	1	Aoc1|1600012D06Rik|Abp1|DAO|-|6 B2.3|6 23.78 cM|protein-coding	0.000	0.000	0.000	0.000
NR_039581	chr7	45126918	45126991	-	73.0	1	Mir5121|mir-5121|mmu-mir-5121|mu-mir-5121|-|7 B3|7 29.14 cM|ncRNA	7.500	10.000	8.500	10.000
NM_001313698	chrX	73686178	73717815	-	1306.0	1	Bcap31|Bap31|-|X|X A7.3|protein-coding	555.000	467.000	723.000	601.500
NR_029775	chr1	176772325	176772423	-	98.0	1	Mir350|Mirn350|mir-350|mmu-mir-350|-|1|1 H4|ncRNA	0.000	0.000	0.000	0.000
NM_030087	chr17	31520115	31531325	+	1573.0	1	Ndufv3|1500032D16Rik|-|17|17 B1|protein-coding	66.000	102.500	138.500	160.000
NM_013902	chr12	65062432	65073938	-	936.0	1	Fkbp3|25kDa|FKBP-3|FKBP25|-|12|12 C1|protein-coding	453.000	440.000	321.500	283.000
NM_027665	chr3	98160634	98164169	+	3533.0	1	Adam30|4933424D07Rik|svph4|-|3|3 F2.2|protein-coding	3.000	1.000	0.000	0.000
NM_024205	chr12	72085839	72101527	+	1967.0	1	Jkamp|1200003C05Rik|2310047L11Rik|Jamp|-|12|12 C3|protein-coding	41.000	97.000	46.000	34.000
NM_001190402	chr10	57650981	57741112	+	5478.0	1	Pkib|Pkibeta|Prkacn2|-|10 B4|10 29.22 cM|protein-coding	7.000	1.000	11.000	7.000
NM_001278583	chr12	3954945	3960643	+	1113.0	1	Pomc|ACTH|BE|Beta-LPH|Clip|Gamma-LPH|Npp|Pomc-1|Pomc1|alpha-MSH|alphaMSH|beta-MSH|gamma-MSH|-|12 A1.1|12 1.99 cM|protein-coding	0.000	1.000	4.000	4.000
NM_001166597	chr2	91932827	91950348	-	4056.0	1	Dgkz|E130307B02Rik|ENSMUSG00000075035|F730209L11Rik|mDGK[z]|-|2|2 E1|protein-coding	996.000	1057.000	1346.500	1427.500
NM_001033874	chr2	28700161	28813165	+	1555.0	1	Ak8|1190002A17Rik|AK 8|-|2|2 A3|protein-coding	0.000	0.000	1.000	1.000
NM_001142647	chr1	52630705	52651919	+	3383.0	1	Nemp2|5330401P04Rik|9830163O08|Tmem194b|-|1|1 C1.1|protein-coding	47.500	127.500	276.000	273.500
NM_001199023	chr15	79286228	79328371	-	3706.0	1	Pla2g6|BB112799|PNPLA9|iPLA(2)beta|iPLA2|iPLA2beta|-|15|15 E1|protein-coding	137.500	125.000	97.000	230.500
NM_001163317	chr5	45453751	45464149	+	939.0	1	Clrn2|EG624224|-|5|5 B3|protein-coding	0.000	0.000	0.000	0.000
NR_105981	chr3	95734911	95734973	-	62.0	1	Mir7014|Gm27837|mmu-mir-7014|-|3|3 F2.1|ncRNA	0.000	0.000	0.000	0.000
NR_040439	chr1	98131467	98144655	+	1684.0	1	1810006J02Rik|-|-|1|1 D|ncRNA	0.000	1.000	12.000	7.000
NM_001313977	chr12	73584796	73778184	+	3625.0	1	Prkch|Pkch|-|12|12 C3|protein-coding	604.500	499.500	512.000	416.000
NR_029918	chr12	109618258	109618336	+	78.0	1	Mir370|Mirn370|mir-370|mmu-mir-370|-|12|12 F1|ncRNA	0.000	0.000	0.000	0.000
NM_013850	chr10	79997615	80015572	+	6546.0	1	Abca7|ABCX|Abc51|-|10 C1|10 39.72 cM|protein-coding	403.000	488.500	431.500	540.000
NM_011932	chr3	137931007	137981549	-	3076.0	1	Dapp1|Bam32|-|3|3 G3|protein-coding	2761.000	3021.500	2944.500	3028.000
NM_173784	chr11	32455370	32518709	+	3029.0	1	Ubtd2|4930571L24|9630054F20Rik|AI645720|-|11|11 A4|protein-coding	62.500	21.000	148.500	138.500
NM_001289677	chr2	91256165	91264680	+	1853.0	1	Pacsin3|4921507A02Rik|6330413E15Rik|AW413130|-|2|2 E1|protein-coding	2.000	1.000	2.000	7.000
NM_011839	chr3	86546050	86548283	-	2231.0	1	Mab21l2|-|-|3|3 F1|protein-coding	32.000	162.000	35.500	15.500
NR_106080	chr2	92592206	92592277	+	71.0	1	Mir7221|Gm27378|mmu-mir-7221|-|2|2 E1|ncRNA	0.000	0.000	0.000	0.000
NM_008470	chr11	100246091	100248902	-	1555.0	1	Krt16|AI324768|CK-16|K16|Krt1-16|-|11|11 D|protein-coding	0.000	0.000	0.000	0.000
NR_110507	chr6	118300167	118308719	-	626.0	1	Gm30498|-|-|6 F1|6|ncRNA	0.000	0.000	1.000	0.000
NM_009721	chr1	164437099	164458355	-	2582.0	1	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	64.000	39.500	42.000	35.000
NM_009083	chr15	34440508	34443225	-	569.0	1	Rpl30|-|-|15 B3.1|15 14.33 cM|protein-coding	1992.500	1941.500	1967.000	1968.000
NM_177703	chr9	109478575	109495854	-	1450.0	1	Fbxw19|E330023O18|-|9|9 F2|protein-coding	0.000	0.000	0.000	0.000
NM_001145802	chr13	41025120	41079706	-	3260.0	1	Mak|A930010O05Rik|-|13 A3.3|13 20.25 cM|protein-coding	0.000	5.000	0.000	3.000
NM_153553	chr19	4984354	4989971	-	3268.0	1	Npas4|LE-PAS|Nxf|-|19|19 A|protein-coding	0.000	0.000	0.000	0.000
NM_181324	chr9	44604892	44640731	+	6017.0	1	Ddx6|1110001P04Rik|E230023J21Rik|HLR2|mRCK/P54|p54|rck|-|9 A5.2|9 26.0 cM|protein-coding	2247.500	2106.500	2474.500	2568.500
NM_013614	chr12	17544873	17551502	+	2533.0	1	Odc1|ODC|-|12 A1.1|12 8.11 cM|protein-coding	499.000	874.500	1040.500	918.500
NM_146400	chr2	111478786	111479724	+	937.0	1	Olfr1288|MOR245-9|-|2|2 E3|protein-coding	0.000	0.000	0.000	0.000
NM_024217	chr8	104340594	104347672	+	1609.0	1	Cmtm3|9430096L06Rik|AI413895|BNAS2|Cklfsf3|-|8|8 D3|protein-coding	51.000	115.000	133.500	107.500
NM_201373	chr5	137111286	137116207	-	3632.0	1	Trim56|A130009K11Rik|Gm452|RNF109|-|5|5 G2|protein-coding	177.000	173.500	152.000	168.000
NM_007938	chr16	59653483	60605531	-	4193.0	1	Epha6|Ehk2|Hek12|m-ehk2|-|16|16 C1.3|protein-coding	0.000	0.000	0.000	0.000
NM_001329860	chr11	54902854	54910387	+	1610.0	1	Gpx3|AA960521|EGPx|GPx|GSHPx-3|GSHPx-P|-|11|11 B1.3|protein-coding	23.000	11.000	23.000	70.000
NM_001190985	chr1	67000517	67038872	-	4450.0	1	Lancl1|AW124738|Gpr69|Gpr69a|p40|-|1|1 C3|protein-coding	188.500	309.000	159.000	129.500
NM_199476	chr15	37923953	37961055	-	4501.0	1	Rrm2b|p53R2|-|15|15 B3.1|protein-coding	196.000	176.500	78.000	134.000
NM_001163513	chr14	24133953	24245920	-	7819.0	1	Dlg5|4933429D20Rik|T25557|mKIAA0583|-|14|14 A3|protein-coding	203.500	48.500	46.000	39.000
NM_001081375	chr7	25367616	25369724	-	524.0	1	Cnfn|2210418J09Rik|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_008636	chr4	124802549	124849800	+	7618.0	1	Mtf1|MTF-1|Thyls|-|4 D2.2|4 57.91 cM|protein-coding	528.500	391.500	336.500	354.000
NM_173053	chr11	3343297	3371404	-	4663.0	1	Limk2|Limk-2|whe|-|11|11 A1|protein-coding	237.500	156.000	173.000	187.500
NM_001011824	chr9	18944650	18945588	+	937.0	1	Olfr832|MOR153-1|-|9|9 A2|protein-coding	0.000	0.000	0.000	0.000
NM_146366	chr2	86785732	86786700	+	967.0	1	Olfr1093|MOR179-6|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_027497	chr18	6435951	6490857	-	3952.0	1	Epc1|2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893|-|18|18 A1|protein-coding	951.000	971.500	709.500	810.000
NM_013602	chr8	94179089	94180327	+	537.0	1	Mt1|MT-I|Mt-1|-|8 C5|8 46.34 cM|protein-coding	11.000	22.000	55.500	31.000
NM_175270	chr5	93041123	93045022	-	3897.0	1	Sowahb|5730467H21Rik|Ankrd56|-|5|5 E2|protein-coding	0.000	0.000	0.000	0.000
NM_008901	chrX	110814379	110819108	+	4727.0	1	Pou3f4|Brn-4|Brn4|OTF-9|Otf9|Slf|oct-9|-|X E1|X 48.2 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001305227	chr1	16065979	16093325	-	1836.0	1	4930444P10Rik|-|-|1|1 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001160399	chr18	46282151	46311928	-	2789.0	1	Ccdc112|8430438M01Rik|AW108467|-|18|18 C|protein-coding	175.000	229.000	108.000	103.000
NM_021717	chr6	128399766	128408935	+	1888.0	1	Nrip2|AW491344|NIX1|-|6|6 F3|protein-coding	35.500	71.000	30.000	31.000
NM_027748	chr2	9914552	10048609	-	4796.0	1	Taf3|140kDa|4933439M23Rik|AW539625|TAF140|TAFII-140|TAFII140|mTAFII140|-|2|2 A1|protein-coding	394.500	342.500	318.000	481.000
NM_001081273	chr6	48929896	48933687	+	2478.0	1	1600015I10Rik|AI429442|Doxl1|-|6|6 B2.3|protein-coding	0.000	0.000	0.000	0.000
NM_009789	chrX	162961992	162964599	-	475.0	1	S100g|AU042539|CABP1|CaBP-D9K|Cabp9k|Calb3|-|X|X F4|protein-coding	0.000	0.000	0.000	0.000
NM_201396	chr2	168748332	168767201	-	2701.0	1	Sall4|5730441M18Rik|AA407717|AL022809|AW536104|C330011P20Rik|C78083|C78563|Tex20|-|2 H3|2 88.99 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007747	chr9	57521232	57532426	+	685.0	1	Cox5a|AA959768|CcOX|-|9|9 B|protein-coding	107.000	109.000	155.000	162.500
NM_008947	chr12	100112331	100123364	+	1480.0	1	Psmc1|AI325227|P26s4|Rpt2/S4|S4|rpt2|-|12 E|12 50.43 cM|protein-coding	259.500	252.000	650.500	606.500
NR_130965	chr2	103377645	103389044	-	635.0	1	BC016548|-|-|2|2 E2|ncRNA	0.000	0.000	0.000	0.000
NM_010343	chr13	21286429	21292686	-	1622.0	1	Gpx5|AV379049|Arep|-|13 A3.1|13 7.73 cM|protein-coding	0.000	0.000	0.000	0.000
NM_010896	chr13	56250498	56252163	-	1663.0	1	Neurog1|AKA|Math4C|Neurod3|bHLHa6|ngn1|-|13 B1|13 30.06 cM|protein-coding	0.000	0.000	0.000	0.000
NM_145364	chr6	37530173	37568815	+	2688.0	1	Akr1d1|-|-|6|6 B1|protein-coding	0.000	0.000	0.000	0.000
NM_001277867	chr5	124250959	124327972	-	7812.0	1	Mphosph9|4930548D04Rik|9630025B04Rik|AW413446|AW547060|B930097C17Rik|C87456|MPP-9|MPP9|-|5|5 F|protein-coding	347.500	218.500	358.500	432.500
NM_197979	chr11	4701968	4704344	-	437.0	1	Uqcr10|1110020P15Rik|AA960494|Ucrc|-|11|11 A1|protein-coding	87.000	66.500	209.500	176.000
NM_026591	chr3	87919544	87923433	+	941.0	1	Mrpl24|2010005E08Rik|2810470K06Rik|6720473G22Rik|AA407670|-|3|3 F1|protein-coding	195.000	284.000	267.000	257.000
NM_008023	chr19	16872316	16873830	-	1512.0	1	Foxb2|Fkh4|-|19 B|19 12.26 cM|protein-coding	0.000	0.000	0.000	0.000
NM_147030	chr2	87655925	87658457	-	1121.0	1	Olfr1134|MOR176-1|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_001136089	chr8	62057042	62123193	-	1826.0	1	Anxa10|-|-|8 B3.1|8 31.55 cM|protein-coding	0.000	0.000	0.000	0.000
NM_153509	chr9	89590035	89622986	-	4238.0	1	AF529169|DD1|Kiaa1024|-|9|9 E3.1|protein-coding	0.000	0.000	0.000	0.000
NM_001166721	chr7	23834812	23835726	-	913.0	1	Vmn1r176|Gm5998|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000
NM_008267	chr11	96194316	96196610	+	1365.0	1	Hoxb13|-|-|11 D|11 59.63 cM|protein-coding	0.000	0.000	0.000	0.000
NM_026391	chr7	138846386	138883056	+	2042.0	1	Ppp2r2d|1300017E19Rik|D7Ertd753e|MDS026|-|7 F4|7 82.95 cM|protein-coding	81.000	27.000	136.500	137.000
NR_038020	chr10	16951094	17095782	-	3392.0	1	Gm20125|-|-|10 A2|10 6.64 cM|ncRNA	0.000	0.000	0.000	0.000
NM_177342	chr19	47067748	47083479	+	3245.0	1	Taf5|6330528C20Rik|AV117817|-|19|19 C3|protein-coding	159.000	133.000	113.000	135.000
NR_105030	chr3	127161305	127168290	+	1763.0	1	LOC100862268|-|-|3 G2|ncRNA	0.000	0.000	0.000	0.000
NM_010056	chr6	6877801	6882068	-	1405.0	1	Dlx5|AI385752|-|6 A1|6 2.83 cM|protein-coding	0.000	0.000	0.000	0.000
NM_133740	chr7	49778358	49858265	+	2477.0	1	Prmt3|2010005E20Rik|2410018A17Rik|AL033309|Hrmt1l3|-|7|7 B4|protein-coding	487.500	413.000	459.000	479.000
NM_172705	chr4	151989631	151996179	-	3122.0	1	Phf13|BC029632|Phf5|SPOC1|-|4|4 E2|protein-coding	71.000	63.500	122.000	202.000
NR_045335	chr2	60964376	60975151	-	2651.0	1	Gm13582|ENSMUSG00000075325|OTTMUSG00000012844|-|2 C1.2|2|ncRNA	0.000	0.000	0.000	0.000
NM_001080932	chr11	121259987	121309896	+	5021.0	1	Foxk2|1110054H05Rik|5730434B08Rik|6230415M23Rik|ILF|Ilf1|-|11|11 E2|protein-coding	289.000	310.000	508.500	545.500
NM_011583	chr10	79576477	79587136	-	1239.0	1	Theg|-|-|10|10 C1|protein-coding	0.000	0.000	0.000	0.000
NR_015601	chr13	48968112	48969905	+	1459.0	1	Fam120aos|C030044B11Rik|-|13|13 A5|ncRNA	19.000	18.000	22.000	10.000
NM_007444	chr10	40287465	40302186	-	3187.0	1	Amd2|AdoMetDC|Amd1|Amd3|ENSMUSG00000063953|-|10|10 B1|protein-coding	345.000	538.500	356.500	358.500
NM_001110142	chrX	38531621	38576196	-	5031.0	1	Cul4b|2700050M05Rik|AA409770|CUL-4B|mKIAA0695|-|X|X A3.3|protein-coding	331.000	222.500	242.000	259.500
NM_175658	chr13	23934462	23934913	+	449.0	1	Hist1h2aa|Th2a|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NM_030198	chr8	95633559	95645059	+	2407.0	1	Gins3|2700085M18Rik|AI616142|-|8|8 C5-D1|protein-coding	53.000	37.000	121.000	127.500
