Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -condenseGenes -count exons -rpkm -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ FPKM
NM_172879	chr5	3845173	3866596	+	2943.0	1	Lrrd1|4932412H11Rik|-|5|5 A1|protein-coding	0.046	0.089	0.123	0.199
NM_001347138	chr1	169929919	169934653	+	1373.0	1	Ccdc190|1700084C01Rik|-|1|1 H2.3-H3|protein-coding	0.000	0.000	0.000	0.000
NM_153391	chr5	65199696	65260415	+	4364.0	1	Wdr19|C330027H04Rik|D330023L08Rik|DYF2|Ift144|PWDMP|mKIAA1638|-|5|5 C3.1|protein-coding	2.316	2.022	3.086	1.936
NR_045314	chr19	8651796	8663335	-	2742.0	1	9830166K06Rik|-|-|19|19 A|ncRNA	0.000	0.000	0.000	0.000
NM_134037	chr11	100476352	100528000	-	4367.0	1	Acly|A730098H14Rik|AW538652|-|11|11 D|protein-coding	16.311	17.601	26.489	27.086
NM_026083	chr14	75284373	75344426	+	6130.0	1	Zc3h13|2600010B19Rik|3110050K21Rik|4930570G11Rik|C87618|-|14|14 D3|protein-coding	12.664	11.345	14.594	18.090
NM_025957	chr7	17812682	17815627	+	1019.0	1	Ceacam14|1600021E03Rik|1600025E09Rik|AV033953|-|7|7 A2|protein-coding	0.000	0.000	0.000	0.000
NM_001166723	chr7	20167460	20168377	-	916.0	2	Vmn1r94|EG620537|Gm6160|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_026861	chr14	121878606	122021035	+	2143.0	1	Ubac2|1190008A14Rik|AW554959|Phgdhl1|-|14|14 E5|protein-coding	7.044	8.418	9.090	10.513
NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|-|11 D|11 63.77 cM|protein-coding	19.883	15.693	16.028	13.809
NM_009887	chr4	82881751	82885151	-	1738.0	1	Cer1|Cerl|Cerl1|Cerr1|cer-1|-|4 C3|4 39.4 cM|protein-coding	0.000	0.000	0.000	0.000
NR_039578	chr16	55494731	55494797	+	66.0	1	Mir5118|mmu-mir-5118|mu-mir-5118|-|16 C1.1|16 33.65 cM|ncRNA	0.000	0.000	0.000	0.000
NR_045305	chr11	79481723	79484031	-	1034.0	1	AU040972|AU040954|-|11 B5|11|ncRNA	4.432	1.770	2.326	2.951
NM_023397	chr14	55657879	55660508	-	1725.0	1	Mdp1|1810034K20Rik|AI035604|-|14|14 C3|protein-coding	7.110	9.094	9.829	10.306
NM_026528	chr14	19811402	19823823	-	1500.0	1	2700060E02Rik|-|-|14|14 A3|protein-coding	19.229	14.641	14.910	19.205
NM_001167146	chr7	20544834	20545757	-	922.0	2	Gm5726|EG435946|Vmn1r105|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001018063	chrX	53669177	53670408	-	1229.0	1	Cxx1b|Mart8c|-|X|X A5|protein-coding	4.606	4.148	2.152	3.246
NM_028092	chr10	128395931	128400517	-	1891.0	1	Slc39a5|1810013D05Rik|2010205A06Rik|Zip5|-|10|10 D3|protein-coding	0.000	0.000	0.000	0.124
NM_026825	chr13	24012484	24280790	-	5118.0	1	Carmil1|1110037D04Rik|AI425970|CARMIL|CARML1|D130057M20|Lrrc16|Lrrc16a|-|13|13 A3.1|protein-coding	1.369	0.792	0.822	1.651
NR_039567	chr18	60812076	60812163	+	87.0	1	Mir5107|mir-5107|mmu-mir-5107|mu-mir-5107|-|18 E1|18 34.41 cM|ncRNA	27.886	35.310	0.000	0.000
NM_001164566	chr1	57845571	57948397	+	3729.0	1	Spats2l|2810022L02Rik|A230104H11Rik|AA987173|AI480531|AI842453|AW413586|-|1|1 C1.3|protein-coding	0.651	1.998	0.355	0.252
NM_027878	chr10	88322804	88357075	-	2798.0	1	Dram1|1200002N14Rik|Dram|-|10|10 C1|protein-coding	2.168	1.635	0.344	0.461
NM_001288618	chr6	55090049	55133016	-	2685.0	1	Crhr2|CRF-R2|CRFR2alpha|CRFR2beta|Crfr2|-|6 B3|6 27.33 cM|protein-coding	0.000	0.000	0.000	0.000
NM_026687	chr12	103688044	103695529	-	3150.0	1	Serpina1f|0610012A11Rik|AI327419|Serpina2|epserin|-|12|12 E|protein-coding	0.000	0.000	0.000	0.000
NM_001290429	chr7	5056152	5060784	+	1312.0	1	Ccdc106|BC018462|-|7|7 A1|protein-coding	0.770	0.249	1.146	0.134
NM_001313701	chr1	135871394	135919207	-	4650.0	1	Pkp1|-|-|1|1 E4|protein-coding	0.000	0.000	0.000	0.000
NM_020492	chr11	55514239	55608198	-	2378.0	1	Glra1|nmf11|oscillator|ot|spasmodic|spd|-|11 B1.3|11 33.12 cM|protein-coding	0.000	0.000	0.000	0.000
NM_010293	chr18	52693679	52695593	+	1912.0	1	Gykl1|AI449806|Gk-rs1|-|18 D1|18 28.25 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001290512	chrX	169685199	169990797	+	3145.0	1	Mid1|61B3-R|DXHXS1141|Fxy|Trim18|-|X F5|X 79.19 cM|protein-coding	0.921	0.644	2.753	6.716
NR_037569	chr7	73539798	73558395	-	5138.0	1	1810026B05Rik|-|-|7|7 D1|ncRNA	5.351	9.057	6.857	6.212
NR_037990	chr1	57200645	57214996	-	3297.0	1	BC055402|-|-|1 C1.3|1|ncRNA	0.000	0.000	0.000	0.000
NM_027355	chr16	32277461	32301439	+	4457.0	1	Rnf168|3110001H15Rik|-|16|16 B3|protein-coding	8.437	12.172	11.520	13.269
NM_026386	chr18	53176365	53220860	+	1996.0	1	Snx2|0610030A03Rik|-|18|18 D1|protein-coding	23.836	27.245	27.350	36.273
NM_026481	chr8	105467492	105471422	-	1018.0	1	Tppp3|2700055K07Rik|CGI-38|Ceacam9|mmCGM8|-|8|8 D3|protein-coding	0.066	0.000	0.059	0.576
NM_025551	chr10	94199009	94220948	+	555.0	1	Ndufa12|2410011G03Rik|AW112974|-|10|10 C2|protein-coding	32.056	18.843	36.182	36.260
NR_030721	chr4	114909289	114921118	+	2872.0	1	Foxd2os|9130206I24Rik|-|4|4 D1|ncRNA	0.657	1.775	0.649	2.022
NR_028385	chr17	80371857	80373542	-	1685.0	1	Gm10190|ENSMUSG00000066938|-|17 E3|17|ncRNA	0.000	0.000	0.000	0.000
NR_033546	chr8	12706944	12719127	-	3651.0	1	Gm15348|ENSMUSG00000074469|OTTMUSG00000020606|-|8 A1.1|8|ncRNA	0.000	0.000	0.000	0.000
NM_015747	chr2	129198773	129211612	+	3290.0	1	Slc20a1|AI607883|Glvr-1|Glvr1|-|2 F1|2 62.79 cM|protein-coding	7.681	8.602	10.289	7.829
NM_001048054	chr6	134715468	134792628	-	4137.0	1	Dusp16|3830417M17Rik|AW558566|D6Ertd213e|MKP-7|MKP7|Mkpm|-|6 G1|6 65.77 cM|protein-coding	4.138	5.324	8.197	6.183
NM_022653	chr10	81070083	81082360	+	2570.0	1	Thop1|AI131655|AI327041|EP24.15|-|10 C1|10 39.72 cM|protein-coding	3.278	6.714	7.088	6.552
NM_177694	chr7	51511029	51598707	+	7759.0	1	Ano5|9330162L24|Gdd1|Tmem16e|-|7|7 B4|protein-coding	0.000	0.000	0.000	0.000
NM_007924	chr8	70539675	70592858	+	3071.0	1	Ell|Ell1|Men|-|8|8 B3.3|protein-coding	8.800	6.215	7.087	7.184
NM_001310484	chr1	33852052	33907767	-	2222.0	1	Bend6|B230209C24Rik|-|1|1 B|protein-coding	0.000	0.000	0.000	0.000
NM_001331065	chr14	8002888	8056770	+	2084.0	1	Abhd6|0610041D24Rik|AA673485|AV065425|-|14|14 A1|protein-coding	4.851	1.505	2.596	4.448
NM_013772	chr12	105191045	105195399	+	824.0	1	Tcl1b3|-|-|12|12 E|protein-coding	0.000	0.000	0.000	0.000
NM_001205321	chr9	119608456	119719032	-	6386.0	1	Scn10a|Nav1.8|PN3|SNS|-|9 F3|9 71.33 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001045536	chr11	72796226	72927120	+	11093.0	1	Zzef1|8430405D05Rik|BC051585|C130099L13Rik|C85424|NSPA|mKIAA0399|-|11|11 B4|protein-coding	12.265	8.962	10.048	8.600
NM_001025585	chr16	94831730	94997696	-	2044.0	1	Kcnj6|BIR1|GIRK2|KATP2|KCNJ7|Kir3.2|weaver|wv|-|16 C4|16 55.44 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001172093	chr3	159495433	159529955	+	2479.0	1	Depdc1a|5830484J08Rik|Depdc1|-|3|3 H4|protein-coding	0.652	0.554	4.996	3.526
NM_001101433	chr14	25711640	25768856	-	4370.0	1	Zcchc24|2310047A01Rik|-|14|14 A3|protein-coding	5.428	7.060	5.407	6.122
NM_001164525	chr1	171419033	171420352	+	545.0	1	Tstd1|AV065366|EG226654|Gm4848|KAT|-|1|1 H3|protein-coding	1.237	1.799	0.221	1.292
NM_007658	chr9	109875579	109893890	+	3610.0	1	Cdc25a|D9Ertd393e|-|9 F2|9 59.81 cM|protein-coding	5.526	5.649	8.960	9.817
NR_033499	chr5	5573799	5576203	+	1266.0	1	Gm8773|EG667705|Gm29287|-|5|5 A1|ncRNA	0.000	0.000	0.190	0.000
NM_001320545	chr4	115884400	115887882	+	893.0	1	Kncn|Kino|L5|-|4|4 D1|protein-coding	0.000	0.000	0.000	0.000
NM_020502	chr6	40493592	40494485	+	892.0	1	Tas2r108|T2R108|T2r8|Tas2r4|Tas2r8|mGR08|mt2r8|-|6|6 B1|protein-coding	0.000	0.293	0.000	0.000
NR_131249	chr1	20669882	20682958	+	518.0	1	Linc-md1|-|-|1 A4|ncRNA	0.000	0.000	0.000	0.000
NM_019880	chr17	29332076	29347904	-	1904.0	1	Mtch1|2310034O17Rik|AI255158|AU018396|C77849|PSAP|-|17|17 A3.3|protein-coding	11.397	11.397	21.157	23.512
NM_025517	chr3	116488964	116508175	-	1547.0	1	Rtca|2310009A18Rik|AI450277|RPC|Rtcd1|-|3|3 G1|protein-coding	7.798	16.646	15.662	17.181
NM_028042	chr13	108158738	108194981	+	2093.0	1	Ercc8|2410022P04Rik|2810431L23Rik|4631412O06Rik|B130065P18Rik|Ckn1|Csa|-|13|13 D2.1|protein-coding	2.511	3.248	3.418	2.074
NM_007836	chr6	67035096	67037407	-	1218.0	1	Gadd45a|AA545191|Ddit1|GADD45|-|6|6 C1|protein-coding	1.107	4.561	1.629	1.830
NR_015610	chr9	122572501	122580647	+	3976.0	1	9530059O14Rik|-|-|9|9 F4|ncRNA	0.034	0.000	0.000	0.000
NM_172268	chr2	31974450	32053975	+	8157.0	1	Nup214|BC039282|CAN|D2H9S46E|-|2 B|2 21.97 cM|protein-coding	19.448	19.239	24.758	27.038
NM_001197041	chr8	129045477	129065492	-	1298.0	1	Ccdc7a|4930517G15Rik|4930540C21Rik|Biot2|Ccdc7|-|8|8 E2|protein-coding	0.000	0.000	0.000	0.000
NM_011502	chr19	11775118	11819403	-	2955.0	1	Stx3|Syn-3|-|19|19 A|protein-coding	3.991	4.689	2.136	2.105
NM_001243110	chr5	146491363	146494132	+	1135.0	1	Gm6370|-|-|5 G3|5|protein-coding	0.000	0.000	0.000	0.000
NM_001271419	chr15	74994877	74998031	-	950.0	1	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	172.660	122.672	25.315	44.405
NM_009312	chr10	127725392	127731768	+	672.0	1	Tac2|PPT-B|Tac3|-|10|10 D3|protein-coding	0.301	0.000	0.716	0.000
NM_001024928	chr7	6286580	6307883	+	3664.0	1	Zfp667|A830025F02Rik|Mip1|ZNF667|-|7|7 A1|protein-coding	4.065	3.889	2.297	3.347
NM_001039104	chr7	64153835	64269759	+	5666.0	1	Trpm1|4732499L03Rik|AI606771|Ltrpc1|Mlsn1|-|7 C|7 34.61 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007751	chr7	140898942	140900446	-	359.0	1	Cox8b|Cox8h|CoxVIII-H|-|7 F5|7 86.11 cM|protein-coding	0.000	0.000	0.000	0.000
NM_011768	chrX	94074631	94123407	-	6924.0	1	Zfx|Zfx5|Zfx5,6|Zfx6|-|X C3|X 41.48 cM|protein-coding	17.149	16.472	13.980	12.507
NM_001042767	chr18	32123126	32139570	-	1558.0	1	Proc|PC|-|18|18 B1|protein-coding	0.000	0.000	0.000	0.000
NM_029418	chr15	58022271	58034294	-	1300.0	1	9130401M01Rik|AI849328|-|15|15 D1|protein-coding	8.190	6.737	13.736	8.214
NR_037207	chr12	80391613	80391677	-	64.0	1	Mir1843a|Mir1843|mir-1843a|mmu-mir-1843|mmu-mir-1843a|-|12 C3|12 36.67 cM|ncRNA	0.000	0.000	0.000	0.000
NM_001024918	chr10	84756048	84906536	+	3920.0	1	Rfx4|4933412G19Rik|NYD-sp10|-|10|10 C1|protein-coding	0.000	0.000	0.000	0.000
NM_146232	chr19	7781981	7802667	-	1994.0	1	Slc22a26|-|-|19|19 A|protein-coding	0.000	0.000	0.000	0.000
NM_001166376	chr19	11469368	11472736	+	691.0	1	Ms4a6c|2200009H22Rik|2210417N07Rik|-|19|19 A|protein-coding	3.316	3.973	0.087	0.085
NM_177854	chr3	54897069	54915887	-	3080.0	1	Sertm1|6030405A18Rik|-|3|3 C|protein-coding	0.000	0.000	0.000	0.000
NM_144538	chr19	10018228	10035586	+	2308.0	1	Rab3il1|1200014K04Rik|AI115013|C76746|Rab3ail1|-|19|19 A|protein-coding	3.329	2.322	5.757	5.923
NM_175106	chr1	119907899	119913168	-	3288.0	1	Tmem177|2300008B03Rik|-|1|1 E2.3|protein-coding	1.496	6.321	3.474	4.122
NM_207561	chr2	86145791	86146732	-	940.0	1	Olfr1040|MOR185-12|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NR_040670	chr4	153948455	153950476	-	519.0	1	BC039966|-|-|4|4 E2|ncRNA	0.000	0.000	0.000	0.000
NM_001033426	chr18	41985323	41999049	-	1993.0	1	Grxcr2|Gm851|-|18|18 B3|protein-coding	0.000	0.000	0.000	0.000
NM_183187	chr14	8296278	8309776	-	3138.0	1	Fam107a|DRR1|-|14|14 A1|protein-coding	0.000	0.000	0.000	0.000
NM_009360	chr10	71225477	71238044	-	3909.0	1	Tfam|AI661103|Hmgts|mtTFA|tsHMG|-|10 B5.3|10 36.83 cM|protein-coding	5.844	7.558	11.582	10.251
NM_197889	chr4	88782131	88783592	+	1459.0	1	Ifnz|6030405N23Rik|BGIF|ENSMUSG00000073810|Lmtn|-|4|4 C4|protein-coding	0.000	0.090	0.330	0.161
NM_001011864	chr9	38664913	38665842	-	928.0	1	Olfr917|MOR168-2P|-|9|9 A5.1|protein-coding	0.000	0.000	0.000	0.000
NM_001127363	chr7	139389109	139579652	+	2808.0	1	Inpp5a|-|-|7|7 F4|protein-coding	2.688	1.583	2.377	3.072
NM_001033464	chr6	127577975	127629938	+	1085.0	1	Cracr2a|Efcab4b|Gm1073|Gm462|-|6|6 F3|protein-coding	10.497	3.012	3.048	5.408
NM_001003916	chrX	95639194	95658509	-	2217.0	1	Zc4h2|Gm372|mKIAA1166|-|X|X C3|protein-coding	4.924	7.400	4.746	6.907
NM_001286584	chr6	42315305	42324640	-	4039.0	1	Fam131b|6330503C03Rik|6530406I18Rik|AV277466|-|6 B2.1|6|protein-coding	0.000	0.000	0.030	0.116
NM_008709	chr12	12936093	12941836	-	2591.0	1	Mycn|N-myc|Nmyc|Nmyc-1|Nmyc1|bHLHe37|c-nmyc|-|12 A1.1|12 6.14 cM|protein-coding	70.745	54.085	60.309	64.061
NR_027953	chr17	71588515	71598281	-	634.0	1	Trmt61b|1110039F03Rik|623451|Gm6431|-|17|17 E1.3|ncRNA	2.445	3.711	2.086	2.499
NM_146329	chr7	104049408	104050352	-	943.0	1	Olfr642|MOR13-6|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_001302754	chr2	165288031	165316351	-	4500.0	1	Elmo2|1190002F24Rik|CED-12|-|2|2 H3|protein-coding	11.187	14.713	7.201	9.779
NM_001081173	chrX	147471694	147554081	-	3593.0	1	Lrch2|AI316885|mKIAA1495|-|X|X F2|protein-coding	2.476	0.728	1.088	2.188
NM_009962	chr19	10937160	10942511	+	2639.0	1	Ptgdr2|Crth2|Gpr44|Grp45|-|19|19 A|protein-coding	0.358	0.149	0.410	0.178
NM_019913	chr15	77915051	77928994	-	1277.0	1	Txn2|2510006J11Rik|AI788873|Trx2|-|15|15 E1|protein-coding	34.513	16.737	30.038	30.462
NM_146920	chr4	58784779	58785720	-	940.0	1	Olfr267|MOR262-1|-|4|4 B3|protein-coding	0.000	0.000	0.000	0.250
NR_038348	chr3	34709623	34716662	-	671.0	1	Gm3143|-|-|3 A3|3|ncRNA	0.000	0.000	0.000	0.000
NM_001081092	chr2	179912146	179976646	-	4406.0	1	Taf4|135kDa|AI450312|TAFII130|TAFII135|Taf2c1|Taf4a|-|2|2 H4|protein-coding	10.309	10.265	13.373	10.547
NR_136917	chr2	30658164	30678011	-	1089.0	1	Gm14486|OTTMUSG00000016802|-|2|2 B|ncRNA	0.000	0.000	0.000	0.000
NM_144930	chr8	93256236	93279736	-	1899.0	1	Ces1f|AU018778|CesML1|TGH-2|-|8|8 C5|protein-coding	0.000	0.000	0.000	0.000
NM_018821	chr18	88867880	88894207	-	3205.0	1	Socs6|1500012M23Rik|5830401B18Rik|AI447482|Cis4|Cish4|HSPC060|SOCS-4|SOCS-6|SSI4|STAI4|STATI4|Socs4|-|18|18 E4|protein-coding	10.093	7.076	6.753	8.897
NM_145070	chr5	123973628	124003215	+	4358.0	1	Hip1r|AA410023|mKIAA0655|-|5|5 F|protein-coding	6.046	6.419	2.469	3.204
NM_031171	chrX	92015191	92016183	-	991.0	2	Mageb2|Mage-b2|Mage-rs2|Smage2|-|X C2|X 40.35 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001347243	chr16	59361224	59362240	-	424.0	1	Olfr209|MOR182-6|-|16|16 C1.3|protein-coding	0.000	0.000	0.000	0.000
NM_013871	chr15	89130584	89140703	-	1876.0	1	Mapk12|AW123708|Erk6|P38gamma|Prkm12|Sapk3|-|15|15 E3|protein-coding	3.592	5.644	0.513	0.563
NM_001305061	chr1	157099147	157108650	-	982.0	1	Tex35|1700057K13Rik|-|1|1 G3|protein-coding	0.000	0.000	0.000	0.000
NM_133805	chr1	90603425	90613341	+	1833.0	1	Cops8|9430009J09Rik|AA408242|Csn8|Sgn8|-|1|1 D|protein-coding	8.750	10.590	11.611	11.683
NM_001168295	chr12	104214544	104221129	+	2035.0	1	Serpina3f|2A1|BC049975|-|12|12 E|protein-coding	9.736	8.897	0.591	0.721
NM_001033360	chrX	57496668	57503757	-	5406.0	1	Gpr101|GPCR6|Gm365|-|X|X A6|protein-coding	0.000	0.000	0.000	0.000
NR_045452	chrX	152369028	152416702	+	857.0	1	3010001F23Rik|-|-|X|X F3|ncRNA	1.101	1.144	0.351	0.000
NM_019750	chr9	107580669	107584048	+	1495.0	1	Nat6|AI225910|Fus2|-|9 F1|9 58.18 cM|protein-coding	17.310	19.237	15.845	17.229
NM_001310429	chr1	165295766	165326745	+	6790.0	1	Gpr161|Gm208|Gm208Gpr|vl|-|1 H2.2|1 72.64 cM|protein-coding	0.496	1.386	0.956	1.624
NM_207264	chr2	115581716	115778768	+	2739.0	1	BC052040|-|-|2|2 E4|protein-coding	6.348	3.866	6.739	10.903
NM_001081302	chr15	27730649	28025848	-	11438.0	1	Trio|6720464I07Rik|AA408740|Solo|-|15|15 B1|protein-coding	8.484	9.314	12.594	10.752
NM_153178	chr15	73101625	73184947	-	8010.0	1	Ago2|1110029L17Rik|2310051F07Rik|AI225898|AL022874|AW546247|ENSMUSG00000072493|Eif2c2|Gerp95|Gm10365|mKIAA4215|-|15|15 D3|protein-coding	39.786	31.832	32.088	38.932
NM_172527	chr14	73519864	73548242	-	2585.0	1	Nudt15|6530403O17|A730068G11Rik|MTH2|-|14|14 D3|protein-coding	0.417	1.467	2.093	2.860
NM_001163833	chr10	56106917	56116880	+	2136.0	1	Msl3l2|1700060H10Rik|-|10|10 B3|protein-coding	3.534	4.896	2.758	3.406
NM_007712	chr3	89164795	89177087	+	2305.0	1	Clk2|AU041688|-|3|3 F1|protein-coding	20.816	17.836	19.745	18.454
NM_026921	chr13	59755415	59769789	-	1909.0	1	Isca1|1810010A06Rik|Hbld2|-|13|13 B2|protein-coding	20.616	25.542	14.047	16.597
NM_001039878	chr7	16815889	16840931	+	3494.0	1	Strn4|C80611|ZIN|zinedin|-|7|7 A2|protein-coding	4.629	6.884	6.298	7.892
NR_029804	chr15	82198122	82198190	+	68.0	1	Mir33|Mirn33|mir-33|mmu-mir-33|-|15|15 E1|ncRNA	0.000	0.000	0.000	0.000
NR_040732	chr9	45416626	45431232	-	1254.0	1	4833428L15Rik|-|-|9|9 A5.2|ncRNA	0.000	0.000	0.575	0.187
NM_001308488	chrX	170672644	170678054	+	1181.0	1	Asmt|Hiomt|-|X F5|X|protein-coding	0.000	0.000	0.000	0.000
NM_017392	chr3	108390848	108415494	-	10508.0	1	Celsr2|Adgrc2|EGFL2|Flamingo1|flamingo|mKIAA0279|mfmi1|-|3 F3|3 47.02 cM|protein-coding	0.590	1.294	1.997	1.893
NM_001256311	chr7	63916857	63920539	+	1010.0	1	E030018B13Rik|Gm1697|-|7|7 C|protein-coding	2.135	1.035	2.143	0.465
NM_146524	chr9	19584511	19585502	+	989.0	1	Olfr855|MOR148-1|-|9|9 A3|protein-coding	0.000	0.000	0.000	0.000
NM_011512	chr2	26920041	26933511	-	2855.0	1	Surf4|AL033340|AL033373|Surf-4|-|2 A3|2 19.1 cM|protein-coding	26.720	18.040	22.491	27.045
NM_153781	chr2	150786796	150831748	+	3816.0	1	Pygb|-|-|2 G3|2 74.74 cM|protein-coding	10.419	8.513	16.338	14.668
NM_001177402	chr17	78916499	78921048	+	1338.0	1	Cebpzos|1110001A16Rik|-|17|17 E3|protein-coding	6.799	7.572	4.179	3.815
NM_001313738	chr1	163384903	163403669	-	2540.0	1	Gorab|NTKL-BP1|SCYL1-BP1|Scyl1bp1|-|1|1 H2.1|protein-coding	5.200	2.985	1.278	3.118
NM_201243	chr18	36992467	37187657	+	5236.0	1	Pcdha8|-|-|18|18 B2-B3|protein-coding	0.026	0.050	0.000	0.000
NR_130342	chr3	28419943	28420018	+	75.0	1	Mir466q|Mir446q|mmu-mir-466q|mu-mir-446q|-|3 A3|3 12.19 cM|ncRNA	0.000	0.000	0.000	0.000
NM_175095	chr3	57644349	57651684	-	2954.0	1	Commd2|1190017G07Rik|AI047739|D3Ertd176e|HSPC042|-|3 D|3 27.94 cM|protein-coding	5.065	8.563	8.752	10.169
NM_009251	chr12	104214544	104241934	+	2012.0	1	Serpina3g|2A2|AI119734|Spi2-1|Spi2/eb.1|Spi2A|spi2|-|12|12 E|protein-coding	121.784	128.967	25.699	30.473
NM_206535	chr16	44867097	44915840	+	1742.0	1	Cd200r2|AY230198|Cd200r1l|-|16|16 B4-B5|protein-coding	0.000	0.000	0.000	0.000
NM_199470	chr14	54631992	54641364	-	2714.0	1	Cdh24|1700040A22Rik|ENSMUSG00000022188|-|14|14 C2|protein-coding	1.589	1.541	4.209	4.886
NM_028066	chr8	45241168	45262031	-	2229.0	1	F11|1600027G01Rik|AI503996|Cf11|FXI|PTA|-|8 B1.1|8 25.14 cM|protein-coding	0.000	0.000	0.000	0.000
NR_045905	chr3	5177824	5220823	-	779.0	1	2700069I18Rik|-|-|3|3 A1|ncRNA	0.000	0.000	0.000	0.000
NM_001166650	chrX	48541626	48591761	-	3843.0	1	Zfp280c|BC028839|Suhw3|Zfp633|Znf280c|mKIAA1584|-|X|X A5|protein-coding	16.168	22.535	10.326	14.824
NM_032398	chr8	71497753	71511769	-	2008.0	1	Plvap|MECA32|Pv1|-|8 B3.3|8 34.43 cM|protein-coding	0.000	0.521	0.838	2.279
NM_133759	chr19	8802496	8804854	+	1913.0	1	Zbtb3|4930563M09Rik|-|19|19 A|protein-coding	0.000	0.547	0.817	1.349
NR_033574	chr8	105860660	105879337	+	870.0	1	Nutf2-ps1|ENSMUSG00000071497|Gm10333|Ntf2|Nutf2|-|19 D2|19 48.1 cM|pseudo	37.955	31.403	59.086	55.300
NM_009976	chr2	148871722	148875512	-	791.0	1	Cst3|CysC|-|2 G3|2 73.6 cM|protein-coding	73.609	74.037	86.422	52.070
NR_038140	chr19	58698917	58701323	+	1444.0	1	1810018F18Rik|1810031L05Rik|1810047O18Rik|-|19|19 D2|ncRNA	0.000	0.000	0.000	0.000
NM_199042	chr8	26158169	26164151	+	2262.0	1	Thap1|4833431A01Rik|AW490810|-|8|8 A2|protein-coding	3.396	7.628	2.126	3.164
NR_046011	chr6	72438683	72440615	+	1932.0	1	Particl|4930414L22Rik|AI449819|-|6 C1|6|ncRNA	3.558	4.263	3.641	3.341
NR_106132	chr14	26669547	26669608	-	61.0	1	Mir7672|Gm27314|mmu-mir-7672|-|14|14 A3|ncRNA	0.000	0.000	0.986	1.924
NM_177686	chr6	129350244	129365303	+	2214.0	1	Clec12a|CLL-1|D230024O04|KLRL1|Micl|-|6|6 F3|protein-coding	0.852	0.000	0.597	0.424
NM_145373	chr11	121067403	121081139	-	1607.0	1	Sectm1a|BC010462|-|11|11 E2|protein-coding	0.000	0.000	0.000	0.000
NM_001302358	chr3	66971723	66978811	-	2582.0	1	Shox2|6330543G17Rik|OG12|Og12x|Prx3|SHOT|-|3 E1|3 30.76 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007745	chr4	149125034	149126763	-	673.0	1	Cort|CST|PCST|-|4 E2|4 78.89 cM|protein-coding	0.200	1.360	1.787	0.523
NM_026945	chr3	138313286	138331134	+	1330.0	1	Adh6a|1810009C16Rik|Adh5a|-|3|3 G3|protein-coding	0.000	0.000	0.000	0.000
NM_147097	chr7	103731928	103732878	+	949.0	1	Olfr628|MOR22-1|MOR22-4P|Olfr1526-ps1|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NR_105903	chr12	85245923	85245985	-	62.0	1	Mir6938|Gm27519|mmu-mir-6938|-|12|12 D1|ncRNA	0.000	0.000	0.000	0.000
NM_028113	chr14	60378286	60381003	+	2715.0	1	Amer2|2600011E07Rik|Fam123a|-|14|14 D1|protein-coding	0.000	0.000	0.000	0.000
NM_007475	chr5	115559467	115563729	+	1351.0	1	Rplp0|36B4|Arbp|L10E|-|5|5 F|protein-coding	354.608	306.871	444.847	417.956
NM_207565	chr2	87212894	87213874	+	979.0	1	Olfr1113|MOR264-25|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
